Time,InNum,OutNum,Station
2023-04-16 05:00:00,252,208,C
2023-04-16 05:15:00,278,232,C
2023-04-16 05:30:00,321,268,C
2023-04-16 05:45:00,287,239,C
2023-04-16 06:00:00,257,216,C
2023-04-16 06:15:00,276,213,C
2023-04-16 06:30:00,338,275,C
2023-04-16 06:45:00,369,299,C
2023-04-16 07:00:00,280,218,C
2023-04-16 07:15:00,358,304,C
2023-04-16 07:30:00,354,265,C
2023-04-16 07:45:00,386,293,C
2023-04-16 08:00:00,373,280,C
2023-04-16 08:15:00,279,239,C
2023-04-16 08:30:00,345,361,C
2023-04-16 08:45:00,344,319,C
2023-04-16 09:00:00,318,300,C
2023-04-16 09:15:00,389,392,C
2023-04-16 09:30:00,426,471,C
2023-04-16 09:45:00,255,301,C
2023-04-16 10:00:00,339,319,C
2023-04-16 10:15:00,286,261,C
2023-04-16 10:30:00,309,265,C
2023-04-16 10:45:00,300,263,C
2023-04-16 11:00:00,288,252,C
2023-04-16 11:15:00,308,283,C
2023-04-16 11:30:00,320,299,C
2023-04-16 11:45:00,348,296,C
2023-04-16 12:00:00,385,318,C
2023-04-16 12:15:00,331,272,C
2023-04-16 12:30:00,435,371,C
2023-04-16 12:45:00,396,337,C
2023-04-16 13:00:00,397,332,C
2023-04-16 13:15:00,339,274,C
2023-04-16 13:30:00,372,314,C
2023-04-16 13:45:00,324,265,C
2023-04-16 14:00:00,388,322,C
2023-04-16 14:15:00,392,325,C
2023-04-16 14:30:00,353,298,C
2023-04-16 14:45:00,354,322,C
2023-04-16 15:00:00,407,354,C
2023-04-16 15:15:00,425,360,C
2023-04-16 15:30:00,384,314,C
2023-04-16 15:45:00,547,468,C
2023-04-16 16:00:00,464,402,C
2023-04-16 16:15:00,544,460,C
2023-04-16 16:30:00,522,443,C
2023-04-16 16:45:00,634,550,C
2023-04-16 17:00:00,701,602,C
2023-04-16 17:15:00,671,587,C
2023-04-16 17:30:00,652,573,C
2023-04-16 17:45:00,614,539,C
2023-04-16 18:00:00,672,555,C
2023-04-16 18:15:00,709,566,C
2023-04-16 18:30:00,678,571,C
2023-04-16 18:45:00,533,447,C
2023-04-16 19:00:00,508,433,C
2023-04-16 19:15:00,439,362,C
2023-04-16 19:30:00,434,379,C
2023-04-16 19:45:00,388,366,C
2023-04-16 20:00:00,414,376,C
2023-04-16 20:15:00,467,415,C
2023-04-16 20:30:00,432,362,C
2023-04-16 20:45:00,384,325,C
2023-04-16 21:00:00,437,369,C
2023-04-16 21:15:00,357,300,C
2023-04-16 21:30:00,399,344,C
2023-04-16 21:45:00,290,239,C
2023-04-16 22:00:00,280,256,C
2023-04-16 22:15:00,193,196,C
2023-04-16 22:30:00,266,269,C
2023-04-16 22:45:00,117,133,C
2023-04-16 23:00:00,152,173,C
2023-04-16 23:15:00,146,171,C
2023-04-16 23:30:00,71,82,C
2023-04-16 23:45:00,99,87,C
2023-04-16 00:00:00,82,0,D
2023-04-16 00:15:00,83,3,D
2023-04-16 00:30:00,159,74,D
2023-04-16 00:45:00,150,63,D
2023-04-16 01:00:00,151,75,D
2023-04-16 01:15:00,155,70,D
2023-04-16 01:30:00,204,119,D
2023-04-16 01:45:00,206,124,D
2023-04-16 02:00:00,286,204,D
2023-04-16 02:15:00,289,206,D
2023-04-16 02:30:00,306,219,D
2023-04-16 02:45:00,320,235,D
2023-04-16 03:00:00,280,193,D
2023-04-16 03:15:00,247,165,D
2023-04-16 03:30:00,267,182,D
2023-04-16 03:45:00,211,129,D
2023-04-16 04:00:00,137,54,D
2023-04-16 04:15:00,158,72,D
2023-04-16 04:30:00,148,65,D
2023-04-16 04:45:00,139,58,D
2023-04-16 05:00:00,158,82,D
2023-04-16 05:15:00,174,92,D
2023-04-16 05:30:00,150,72,D
2023-04-16 05:45:00,184,102,D
2023-04-16 06:00:00,176,83,D
2023-04-16 06:15:00,149,56,D
2023-04-16 06:30:00,230,117,D
2023-04-16 06:45:00,244,134,D
2023-04-16 07:00:00,231,110,D
2023-04-16 07:15:00,232,113,D
2023-04-16 07:30:00,309,185,D
2023-04-16 07:45:00,327,172,D
2023-04-16 08:00:00,285,124,D
2023-04-16 08:15:00,328,160,D
2023-04-16 08:30:00,285,157,D
2023-04-16 08:45:00,321,174,D
2023-04-16 09:00:00,316,187,D
2023-04-16 09:15:00,310,192,D
2023-04-16 09:30:00,335,218,D
2023-04-16 09:45:00,298,172,D
2023-04-16 10:00:00,295,172,D
2023-04-16 10:15:00,255,145,D
2023-04-16 10:30:00,245,131,D
2023-04-16 10:45:00,237,133,D
2023-04-16 11:00:00,277,190,D
2023-04-16 11:15:00,311,200,D
2023-04-16 11:30:00,289,197,D
2023-04-16 11:45:00,326,234,D
2023-04-16 12:00:00,338,241,D
2023-04-16 12:15:00,359,266,D
2023-04-16 12:30:00,397,315,D
2023-04-16 12:45:00,315,236,D
2023-04-16 13:00:00,393,299,D
2023-04-16 13:15:00,379,276,D
2023-04-16 13:30:00,401,288,D
2023-04-16 13:45:00,364,270,D
2023-04-16 14:00:00,409,286,D
2023-04-16 14:15:00,333,235,D
2023-04-16 14:30:00,297,196,D
2023-04-16 14:45:00,247,163,D
2023-04-16 15:00:00,202,117,D
2023-04-16 15:15:00,207,115,D
2023-04-16 15:30:00,155,82,D
2023-04-16 15:45:00,163,87,D
2023-04-16 16:00:00,151,91,D
2023-04-16 16:15:00,163,85,D
2023-04-16 16:30:00,172,82,D
2023-04-16 16:45:00,230,128,D
2023-04-16 17:00:00,203,112,D
2023-04-16 17:15:00,241,155,D
2023-04-16 17:30:00,192,135,D
2023-04-16 17:45:00,248,179,D
2023-04-16 18:00:00,284,238,D
2023-04-16 18:15:00,287,220,D
2023-04-16 18:30:00,296,243,D
2023-04-16 18:45:00,290,250,D
2023-04-16 19:00:00,300,265,D
2023-04-16 19:15:00,352,304,D
2023-04-16 19:30:00,319,274,D
2023-04-16 19:45:00,265,236,D
2023-04-16 20:00:00,282,252,D
2023-04-16 20:15:00,267,235,D
2023-04-16 20:30:00,266,243,D
2023-04-16 20:45:00,210,181,D
2023-04-16 21:00:00,215,205,D
2023-04-16 21:15:00,257,229,D
2023-04-16 21:30:00,190,208,D
2023-04-16 21:45:00,321,313,D
2023-04-16 22:00:00,324,336,D
2023-04-16 22:15:00,284,263,D
2023-04-16 22:30:00,320,320,D
2023-04-16 22:45:00,268,239,D
2023-04-16 23:00:00,284,233,D
2023-04-16 23:15:00,281,222,D
2023-04-16 23:30:00,313,236,D
2023-04-16 23:45:00,301,221,D
2023-04-16 00:00:00,20,31,E
2023-04-16 00:15:00,13,19,E
2023-04-16 00:30:00,4,12,E
2023-04-16 00:45:00,79,85,E
2023-04-16 01:00:00,105,103,E
2023-04-16 01:15:00,97,106,E
2023-04-16 01:30:00,98,93,E
2023-04-16 01:45:00,39,45,E
2023-04-16 02:00:00,24,17,E
2023-04-16 02:15:00,20,16,E
2023-04-16 02:30:00,0,0,E
2023-04-16 02:45:00,36,32,E
2023-04-16 03:00:00,12,15,E
2023-04-16 03:15:00,22,25,E
2023-04-16 03:30:00,17,12,E
2023-04-16 03:45:00,29,26,E
2023-04-16 04:00:00,36,31,E
2023-04-16 04:15:00,30,19,E
2023-04-16 04:30:00,71,63,E
2023-04-16 04:45:00,29,24,E
2023-04-16 05:00:00,48,36,E
2023-04-16 05:15:00,61,58,E
2023-04-16 05:30:00,0,0,E
2023-04-16 05:45:00,29,22,E
2023-04-16 06:00:00,17,0,E
2023-04-16 06:15:00,32,2,E
2023-04-16 06:30:00,9,0,E
2023-04-16 06:45:00,62,25,E
2023-04-16 07:00:00,81,44,E
2023-04-16 07:15:00,104,66,E
2023-04-16 07:30:00,96,74,E
2023-04-16 07:45:00,95,52,E
2023-04-16 08:00:00,107,73,E
2023-04-16 08:15:00,165,116,E
2023-04-16 08:30:00,223,230,E
2023-04-16 08:45:00,197,256,E
2023-04-16 09:00:00,165,178,E
2023-04-16 09:15:00,169,163,E
2023-04-16 09:30:00,199,176,E
2023-04-16 09:45:00,146,150,E
2023-04-16 10:00:00,132,125,E
2023-04-16 10:15:00,136,119,E
2023-04-16 10:30:00,192,158,E
2023-04-16 10:45:00,259,233,E
2023-04-16 11:00:00,249,224,E
2023-04-16 11:15:00,281,257,E
2023-04-16 11:30:00,253,222,E
2023-04-16 11:45:00,193,160,E
2023-04-16 12:00:00,200,154,E
2023-04-16 12:15:00,232,212,E
2023-04-16 12:30:00,226,198,E
2023-04-16 12:45:00,175,181,E
2023-04-16 13:00:00,218,204,E
2023-04-16 13:15:00,217,188,E
2023-04-16 13:30:00,190,163,E
2023-04-16 13:45:00,218,202,E
2023-04-16 14:00:00,274,262,E
2023-04-16 14:15:00,174,202,E
2023-04-16 14:30:00,239,236,E
2023-04-16 14:45:00,194,228,E
2023-04-16 15:00:00,235,235,E
2023-04-16 15:15:00,235,228,E
2023-04-16 15:30:00,198,189,E
2023-04-16 15:45:00,156,145,E
2023-04-16 16:00:00,182,173,E
2023-04-16 16:15:00,214,165,E
2023-04-16 16:30:00,181,128,E
2023-04-16 16:45:00,175,124,E
2023-04-16 17:00:00,206,156,E
2023-04-16 17:15:00,204,167,E
2023-04-16 17:30:00,167,138,E
2023-04-16 17:45:00,203,167,E
2023-04-16 18:00:00,240,163,E
2023-04-16 18:15:00,285,247,E
2023-04-16 18:30:00,276,259,E
2023-04-16 18:45:00,269,254,E
2023-04-16 19:00:00,231,230,E
2023-04-16 19:15:00,212,201,E
2023-04-16 19:30:00,202,233,E
2023-04-16 19:45:00,114,128,E
2023-04-16 20:00:00,175,192,E
2023-04-16 20:15:00,143,145,E
2023-04-16 20:30:00,178,192,E
2023-04-16 20:45:00,119,117,E
2023-04-16 21:00:00,191,196,E
2023-04-16 21:15:00,243,240,E
2023-04-16 21:30:00,224,233,E
2023-04-16 21:45:00,206,236,E
2023-04-16 22:00:00,141,149,E
2023-04-16 22:15:00,188,221,E
2023-04-16 22:30:00,113,144,E
2023-04-16 22:45:00,93,129,E
2023-04-16 23:00:00,50,82,E
2023-04-16 23:15:00,55,65,E
2023-04-16 23:30:00,61,61,E
2023-04-16 23:45:00,91,90,E
2023-04-16 00:00:00,0,381,F
2023-04-16 00:15:00,77,596,F
2023-04-16 00:30:00,166,692,F
2023-04-16 00:45:00,278,807,F
2023-04-16 01:00:00,299,828,F
2023-04-16 01:15:00,407,937,F
2023-04-16 01:30:00,471,998,F
2023-04-16 01:45:00,394,923,F
2023-04-16 02:00:00,429,963,F
2023-04-16 02:15:00,424,965,F
2023-04-16 02:30:00,635,1182,F
2023-04-16 02:45:00,593,1136,F
2023-04-16 03:00:00,656,1198,F
2023-04-16 03:15:00,545,1087,F
2023-04-16 03:30:00,548,1092,F
2023-04-16 03:45:00,512,1050,F
2023-04-16 04:00:00,379,912,F
2023-04-16 04:15:00,356,887,F
2023-04-16 04:30:00,294,823,F
2023-04-16 04:45:00,398,921,F
2023-04-16 05:00:00,491,1010,F
2023-04-16 05:15:00,538,1052,F
2023-04-16 05:30:00,492,1009,F
2023-04-16 05:45:00,437,958,F
2023-04-16 06:00:00,456,977,F
2023-04-16 06:15:00,562,1085,F
2023-04-16 06:30:00,484,1029,F
2023-04-16 06:45:00,426,977,F
2023-04-16 07:00:00,400,954,F
2023-04-16 07:15:00,347,916,F
2023-04-16 07:30:00,317,900,F
2023-04-16 07:45:00,306,928,F
2023-04-16 08:00:00,278,869,F
2023-04-16 08:15:00,314,919,F
2023-04-16 08:30:00,442,1093,F
2023-04-16 08:45:00,518,1196,F
2023-04-16 09:00:00,597,1216,F
2023-04-16 09:15:00,633,1235,F
2023-04-16 09:30:00,606,1228,F
2023-04-16 09:45:00,700,1255,F
2023-04-16 10:00:00,872,1362,F
2023-04-16 10:15:00,992,1498,F
2023-04-16 10:30:00,902,1419,F
2023-04-16 10:45:00,837,1375,F
2023-04-16 11:00:00,886,1412,F
2023-04-16 11:15:00,744,1263,F
2023-04-16 11:30:00,749,1269,F
2023-04-16 11:45:00,700,1223,F
2023-04-16 12:00:00,639,1161,F
2023-04-16 12:15:00,493,1009,F
2023-04-16 12:30:00,561,1102,F
2023-04-16 12:45:00,512,1050,F
2023-04-16 13:00:00,463,1000,F
2023-04-16 13:15:00,422,965,F
2023-04-16 13:30:00,256,820,F
2023-04-16 13:45:00,372,939,F
2023-04-16 14:00:00,427,971,F
2023-04-16 14:15:00,421,943,F
2023-04-16 14:30:00,349,880,F
2023-04-16 14:45:00,467,988,F
2023-04-16 15:00:00,568,1096,F
2023-04-16 15:15:00,772,1290,F
2023-04-16 15:30:00,703,1211,F
2023-04-16 15:45:00,823,1347,F
2023-04-16 16:00:00,837,1344,F
2023-04-16 16:15:00,719,1232,F
2023-04-16 16:30:00,653,1161,F
2023-04-16 16:45:00,637,1140,F
2023-04-16 17:00:00,612,1096,F
2023-04-16 17:15:00,684,1139,F
2023-04-16 17:30:00,777,1234,F
2023-04-16 17:45:00,790,1212,F
2023-04-16 18:00:00,736,1100,F
2023-04-16 18:15:00,746,1103,F
2023-04-16 18:30:00,779,1146,F
2023-04-16 18:45:00,793,1154,F
2023-04-16 19:00:00,684,1071,F
2023-04-16 19:15:00,732,1114,F
2023-04-16 19:30:00,607,1046,F
2023-04-16 19:45:00,565,1061,F
2023-04-16 20:00:00,603,1112,F
2023-04-16 20:15:00,463,969,F
2023-04-16 20:30:00,665,1195,F
2023-04-16 20:45:00,705,1252,F
2023-04-16 21:00:00,650,1175,F
2023-04-16 21:15:00,673,1196,F
2023-04-16 21:30:00,584,1116,F
2023-04-16 21:45:00,651,1174,F
2023-04-16 22:00:00,600,1105,F
2023-04-16 22:15:00,556,1055,F
2023-04-16 22:30:00,552,1056,F
2023-04-16 22:45:00,546,1070,F
2023-04-16 23:00:00,598,1139,F
2023-04-16 23:15:00,580,1124,F
2023-04-16 23:30:00,451,999,F
2023-04-16 23:45:00,550,1093,F
2023-04-16 00:00:00,0,0,G
2023-04-16 00:15:00,0,0,G
2023-04-16 00:30:00,0,0,G
2023-04-16 00:45:00,0,0,G
2023-04-16 01:00:00,0,0,G
2023-04-16 01:15:00,0,0,G
2023-04-16 01:30:00,0,0,G
2023-04-16 01:45:00,0,0,G
2023-04-16 02:00:00,25,117,G
2023-04-16 02:15:00,244,347,G
2023-04-16 02:30:00,275,381,G
2023-04-16 02:45:00,605,727,G
2023-04-16 03:00:00,584,710,G
2023-04-16 03:15:00,687,819,G
2023-04-16 03:30:00,500,621,G
2023-04-16 03:45:00,663,776,G
2023-04-16 04:00:00,630,745,G
2023-04-16 04:15:00,914,1036,G
2023-04-16 04:30:00,1059,1191,G
2023-04-16 04:45:00,1167,1302,G
2023-04-16 05:00:00,1587,1733,G
2023-04-16 05:15:00,1288,1428,G
2023-04-16 05:30:00,1467,1618,G
2023-04-16 05:45:00,1085,1226,G
2023-04-16 06:00:00,1100,1243,G
2023-04-16 06:15:00,958,1093,G
2023-04-16 06:30:00,1193,1341,G
2023-04-16 06:45:00,812,960,G
2023-04-16 07:00:00,770,917,G
2023-04-16 07:15:00,811,974,G
2023-04-16 07:30:00,515,668,G
2023-04-16 07:45:00,601,748,G
2023-04-16 08:00:00,943,1216,G
2023-04-16 08:15:00,1013,1277,G
2023-04-16 08:30:00,1042,1332,G
2023-04-16 08:45:00,1091,1430,G
2023-04-16 09:00:00,1226,1505,G
2023-04-16 09:15:00,1219,1517,G
2023-04-16 09:30:00,1286,1517,G
2023-04-16 09:45:00,982,1256,G
2023-04-16 10:00:00,895,1112,G
2023-04-16 10:15:00,991,1174,G
2023-04-16 10:30:00,734,929,G
2023-04-16 10:45:00,729,873,G
2023-04-16 11:00:00,638,842,G
2023-04-16 11:15:00,629,822,G
2023-04-16 11:30:00,585,762,G
2023-04-16 11:45:00,494,689,G
2023-04-16 12:00:00,575,720,G
2023-04-16 12:15:00,693,876,G
2023-04-16 12:30:00,1219,1389,G
2023-04-16 12:45:00,1302,1469,G
2023-04-16 13:00:00,1498,1663,G
2023-04-16 13:15:00,1529,1665,G
2023-04-16 13:30:00,1575,1766,G
2023-04-16 13:45:00,1494,1654,G
2023-04-16 14:00:00,1728,1936,G
2023-04-16 14:15:00,1676,1865,G
2023-04-16 14:30:00,1547,1728,G
2023-04-16 14:45:00,1364,1545,G
2023-04-16 15:00:00,1228,1402,G
2023-04-16 15:15:00,1225,1428,G
2023-04-16 15:30:00,1198,1358,G
2023-04-16 15:45:00,1363,1547,G
2023-04-16 16:00:00,1102,1235,G
2023-04-16 16:15:00,1051,1161,G
2023-04-16 16:30:00,907,1036,G
2023-04-16 16:45:00,627,734,G
2023-04-16 17:00:00,622,696,G
2023-04-16 17:15:00,534,609,G
2023-04-16 17:30:00,589,671,G
2023-04-16 17:45:00,579,604,G
2023-04-16 18:00:00,567,618,G
2023-04-16 18:15:00,460,509,G
2023-04-16 18:30:00,660,720,G
2023-04-16 18:45:00,644,712,G
2023-04-16 19:00:00,732,796,G
2023-04-16 19:15:00,815,869,G
2023-04-16 19:30:00,680,746,G
2023-04-16 19:45:00,600,619,G
2023-04-16 20:00:00,715,732,G
2023-04-16 20:15:00,657,672,G
2023-04-16 20:30:00,695,690,G
2023-04-16 20:45:00,920,921,G
2023-04-16 21:00:00,698,715,G
2023-04-16 21:15:00,884,876,G
2023-04-16 21:30:00,640,641,G
2023-04-16 21:45:00,898,882,G
2023-04-16 22:00:00,731,724,G
2023-04-16 22:15:00,745,714,G
2023-04-16 22:30:00,773,798,G
2023-04-16 22:45:00,666,687,G
2023-04-16 23:00:00,814,875,G
2023-04-16 23:15:00,682,784,G
2023-04-16 23:30:00,814,922,G
2023-04-16 23:45:00,1005,1128,G
